cuda:0
bitflip_projchi
privacy level = 0.5
tensor([0.2100, 0.2900, 0.2100, 0.2900])
tensor([0.2900, 0.2100, 0.2900, 0.2100])


#########################################
sample size = 2000
tensor(10.1048, device='cuda:0')
tensor(4.9075, device='cuda:0')
pval: 0.1860000044107437 -- 36th test, time elapsed 3.438399076461792 -- emperical power so far: 0.16666666666666666
tensor(1.2962, device='cuda:0')
pval: 0.7330000400543213 -- 37th test, time elapsed 3.4082677364349365 -- emperical power so far: 0.16216216216216217
tensor(9.4770, device='cuda:0')
pval: 0.02200000174343586 -- 38th test, time elapsed 3.393521547317505 -- emperical power so far: 0.18421052631578946
tensor(1.3814, device='cuda:0')
pval: 0.7120000123977661 -- 39th test, time elapsed 3.349374771118164 -- emperical power so far: 0.1794871794871795
tensor(3.8710, device='cuda:0')
pval: 0.26900002360343933 -- 40th test, time elapsed 3.4627113342285156 -- emperical power so far: 0.175
tensor(3.8372, device='cuda:0')
pval: 0.2930000126361847 -- 41th test, time elapsed 3.390059471130371 -- emperical power so far: 0.17073170731707318
tensor(0.4593, device='cuda:0')
pval: 0.9300000667572021 -- 42th test, time elapsed 3.406748056411743 -- emperical power so far: 0.16666666666666666
tensor(1.4917, device='cuda:0')
pval: 0.6980000138282776 -- 43th test, time elapsed 3.425983190536499 -- emperical power so far: 0.16279069767441862
tensor(3.4746, device='cuda:0')
pval: 0.3570000231266022 -- 44th test, time elapsed 3.4044270515441895 -- emperical power so far: 0.1590909090909091
tensor(8.5868, device='cuda:0')
pval: 0.03400000184774399 -- 45th test, time elapsed 3.306852340698242 -- emperical power so far: 0.17777777777777778
tensor(1.0628, device='cuda:0')
pval: 0.7850000262260437 -- 46th test, time elapsed 3.2878787517547607 -- emperical power so far: 0.17391304347826086
tensor(9.1509, device='cuda:0')
pval: 0.026000000536441803 -- 47th test, time elapsed 3.4086689949035645 -- emperical power so far: 0.19148936170212766
tensor(5.2931, device='cuda:0')
pval: 0.1600000113248825 -- 48th test, time elapsed 3.2881407737731934 -- emperical power so far: 0.1875
tensor(3.7748, device='cuda:0')
pval: 0.3070000112056732 -- 49th test, time elapsed 3.275665760040283 -- emperical power so far: 0.1836734693877551
tensor(5.5607, device='cuda:0')
pval: 0.1510000079870224 -- 50th test, time elapsed 3.3036139011383057 -- emperical power so far: 0.18
tensor(2.6918, device='cuda:0')
pval: 0.43400001525878906 -- 51th test, time elapsed 3.2587993144989014 -- emperical power so far: 0.17647058823529413
tensor(9.9720, device='cuda:0')
pval: 0.015000000596046448 -- 52th test, time elapsed 3.3098347187042236 -- emperical power so far: 0.19230769230769232
tensor(2.8436, device='cuda:0')
pval: 0.4050000309944153 -- 53th test, time elapsed 3.255542039871216 -- emperical power so far: 0.18867924528301888
tensor(3.7161, device='cuda:0')
pval: 0.289000004529953 -- 54th test, time elapsed 3.4039463996887207 -- emperical power so far: 0.18518518518518517
tensor(8.3731, device='cuda:0')
pval: 0.04100000113248825 -- 55th test, time elapsed 3.2885005474090576 -- emperical power so far: 0.2
tensor(2.7288, device='cuda:0')
pval: 0.43800002336502075 -- 56th test, time elapsed 3.287649631500244 -- emperical power so far: 0.19642857142857142
tensor(1.0851, device='cuda:0')
pval: 0.7940000295639038 -- 57th test, time elapsed 3.273937702178955 -- emperical power so far: 0.19298245614035087
tensor(4.8121, device='cuda:0')
pval: 0.17900000512599945 -- 58th test, time elapsed 3.29036808013916 -- emperical power so far: 0.1896551724137931
tensor(6.7289, device='cuda:0')
pval: 0.0820000022649765 -- 59th test, time elapsed 3.265862464904785 -- emperical power so far: 0.1864406779661017
tensor(5.3887, device='cuda:0')
pval: 0.14100000262260437 -- 60th test, time elapsed 3.2502589225769043 -- emperical power so far: 0.18333333333333332
tensor(1.5443, device='cuda:0')
pval: 0.6990000605583191 -- 61th test, time elapsed 3.2542693614959717 -- emperical power so far: 0.18032786885245902
tensor(5.1476, device='cuda:0')
pval: 0.15300001204013824 -- 62th test, time elapsed 3.3094098567962646 -- emperical power so far: 0.1774193548387097
tensor(4.4403, device='cuda:0')
pval: 0.20800000429153442 -- 63th test, time elapsed 3.307507276535034 -- emperical power so far: 0.1746031746031746
tensor(1.7337, device='cuda:0')
pval: 0.6130000352859497 -- 64th test, time elapsed 3.2822306156158447 -- emperical power so far: 0.171875
tensor(3.1519, device='cuda:0')
pval: 0.3700000047683716 -- 65th test, time elapsed 3.2881407737731934 -- emperical power so far: 0.16923076923076924
tensor(2.9700, device='cuda:0')
pval: 0.3970000147819519 -- 66th test, time elapsed 3.2804088592529297 -- emperical power so far: 0.16666666666666666
tensor(2.6071, device='cuda:0')
pval: 0.4580000340938568 -- 67th test, time elapsed 3.283966064453125 -- emperical power so far: 0.16417910447761194
tensor(8.2980, device='cuda:0')
pval: 0.055000003427267075 -- 68th test, time elapsed 3.276235342025757 -- emperical power so far: 0.16176470588235295
tensor(7.9110, device='cuda:0')
pval: 0.05300000309944153 -- 69th test, time elapsed 3.2860987186431885 -- emperical power so far: 0.15942028985507245
tensor(4.9318, device='cuda:0')
pval: 0.18400001525878906 -- 70th test, time elapsed 3.2975425720214844 -- emperical power so far: 0.15714285714285714
tensor(5.6143, device='cuda:0')
pval: 0.13300000131130219 -- 71th test, time elapsed 3.29000186920166 -- emperical power so far: 0.15492957746478872
tensor(2.8251, device='cuda:0')
pval: 0.42000001668930054 -- 72th test, time elapsed 3.413172483444214 -- emperical power so far: 0.1527777777777778
tensor(5.7486, device='cuda:0')
pval: 0.11600000411272049 -- 73th test, time elapsed 3.280064821243286 -- emperical power so far: 0.1506849315068493
tensor(4.6821, device='cuda:0')
pval: 0.20800000429153442 -- 74th test, time elapsed 3.2825586795806885 -- emperical power so far: 0.14864864864864866
tensor(1.8964, device='cuda:0')
pval: 0.5940000414848328 -- 75th test, time elapsed 3.2834198474884033 -- emperical power so far: 0.14666666666666667
tensor(4.8490, device='cuda:0')
pval: 0.18300001323223114 -- 76th test, time elapsed 3.323317050933838 -- emperical power so far: 0.14473684210526316
tensor(2.4272, device='cuda:0')
pval: 0.5020000338554382 -- 77th test, time elapsed 3.2690489292144775 -- emperical power so far: 0.14285714285714285
tensor(5.4372, device='cuda:0')
pval: 0.12300000339746475 -- 78th test, time elapsed 3.279522180557251 -- emperical power so far: 0.14102564102564102
tensor(2.9295, device='cuda:0')
pval: 0.39000001549720764 -- 79th test, time elapsed 3.309481620788574 -- emperical power so far: 0.13924050632911392
tensor(2.4589, device='cuda:0')
pval: 0.45900002121925354 -- 80th test, time elapsed 3.2954912185668945 -- emperical power so far: 0.1375
tensor(4.9090, device='cuda:0')
pval: 0.16600000858306885 -- 81th test, time elapsed 3.323641300201416 -- emperical power so far: 0.13580246913580246
tensor(8.0315, device='cuda:0')
pval: 0.05100000277161598 -- 82th test, time elapsed 3.267918348312378 -- emperical power so far: 0.13414634146341464
tensor(8.3211, device='cuda:0')
pval: 0.03400000184774399 -- 83th test, time elapsed 3.304598331451416 -- emperical power so far: 0.14457831325301204
tensor(5.7697, device='cuda:0')
pval: 0.13900001347064972 -- 84th test, time elapsed 3.2836356163024902 -- emperical power so far: 0.14285714285714285
tensor(6.2846, device='cuda:0')
pval: 0.07300000637769699 -- 85th test, time elapsed 3.298696279525757 -- emperical power so far: 0.1411764705882353
tensor(0.9651, device='cuda:0')
pval: 0.8020000457763672 -- 86th test, time elapsed 3.272510528564453 -- emperical power so far: 0.13953488372093023
tensor(5.6306, device='cuda:0')
pval: 0.11700000613927841 -- 87th test, time elapsed 3.28981351852417 -- emperical power so far: 0.13793103448275862
tensor(3.4139, device='cuda:0')
pval: 0.328000009059906 -- 88th test, time elapsed 3.2884857654571533 -- emperical power so far: 0.13636363636363635
tensor(5.4359, device='cuda:0')
pval: 0.15600000321865082 -- 89th test, time elapsed 3.2790064811706543 -- emperical power so far: 0.1348314606741573
tensor(1.4971, device='cuda:0')
pval: 0.6710000038146973 -- 90th test, time elapsed 3.3756186962127686 -- emperical power so far: 0.13333333333333333
tensor(2.2185, device='cuda:0')
pval: 0.5470000505447388 -- 91th test, time elapsed 3.3874711990356445 -- emperical power so far: 0.13186813186813187
tensor(5.8358, device='cuda:0')
pval: 0.1210000067949295 -- 92th test, time elapsed 3.395756244659424 -- emperical power so far: 0.13043478260869565
tensor(1.1986, device='cuda:0')
pval: 0.7490000128746033 -- 93th test, time elapsed 3.418715715408325 -- emperical power so far: 0.12903225806451613
tensor(2.0296, device='cuda:0')
pval: 0.5730000138282776 -- 94th test, time elapsed 3.4211339950561523 -- emperical power so far: 0.1276595744680851
tensor(0.6594, device='cuda:0')
pval: 0.8700000643730164 -- 95th test, time elapsed 3.4137399196624756 -- emperical power so far: 0.12631578947368421
tensor(5.1371, device='cuda:0')
pval: 0.1720000058412552 -- 96th test, time elapsed 3.3970787525177 -- emperical power so far: 0.125
tensor(5.0516, device='cuda:0')
pval: 0.16100001335144043 -- 97th test, time elapsed 3.39414381980896 -- emperical power so far: 0.12371134020618557
tensor(3.4324, device='cuda:0')
pval: 0.32100000977516174 -- 98th test, time elapsed 3.385067939758301 -- emperical power so far: 0.12244897959183673
tensor(2.0807, device='cuda:0')
pval: 0.5430000424385071 -- 99th test, time elapsed 3.3955421447753906 -- emperical power so far: 0.12121212121212122
tensor(2.7319, device='cuda:0')
pval: 0.453000009059906 -- 100th test, time elapsed 3.314868450164795 -- emperical power so far: 0.12
tensor(5.0680, device='cuda:0')
pval: 0.17800000309944153 -- 101th test, time elapsed 3.3173484802246094 -- emperical power so far: 0.1188118811881188
tensor(2.3150, device='cuda:0')
pval: 0.5320000052452087 -- 102th test, time elapsed 3.336169719696045 -- emperical power so far: 0.11764705882352941
tensor(9.1159, device='cuda:0')
pval: 0.027000000700354576 -- 103th test, time elapsed 3.3092331886291504 -- emperical power so far: 0.1262135922330097
tensor(3.7743, device='cuda:0')
pval: 0.28600001335144043 -- 104th test, time elapsed 3.2785303592681885 -- emperical power so far: 0.125
tensor(6.8180, device='cuda:0')
pval: 0.07700000703334808 -- 105th test, time elapsed 3.270486354827881 -- emperical power so far: 0.12380952380952381
tensor(0.2063, device='cuda:0')
pval: 0.9750000238418579 -- 106th test, time elapsed 3.2749593257904053 -- emperical power so far: 0.12264150943396226
tensor(1.3624, device='cuda:0')
pval: 0.7310000061988831 -- 107th test, time elapsed 3.290508270263672 -- emperical power so far: 0.12149532710280374
tensor(3.6147, device='cuda:0')
pval: 0.3190000057220459 -- 108th test, time elapsed 3.343047857284546 -- emperical power so far: 0.12037037037037036
tensor(2.1654, device='cuda:0')
pval: 0.5570000410079956 -- 109th test, time elapsed 3.3602142333984375 -- emperical power so far: 0.11926605504587157
tensor(2.1683, device='cuda:0')
pval: 0.534000039100647 -- 110th test, time elapsed 3.363482713699341 -- emperical power so far: 0.11818181818181818
tensor(3.6268, device='cuda:0')
pval: 0.31700000166893005 -- 111th test, time elapsed 3.4031500816345215 -- emperical power so far: 0.11711711711711711
tensor(1.6356, device='cuda:0')
pval: 0.6360000371932983 -- 112th test, time elapsed 3.455008029937744 -- emperical power so far: 0.11607142857142858
tensor(6.5957, device='cuda:0')
pval: 0.10100000351667404 -- 113th test, time elapsed 3.417619466781616 -- emperical power so far: 0.11504424778761062
tensor(9.7308, device='cuda:0')
pval: 0.023000001907348633 -- 114th test, time elapsed 3.385969400405884 -- emperical power so far: 0.12280701754385964
tensor(6.1438, device='cuda:0')
pval: 0.10900000482797623 -- 115th test, time elapsed 3.3730592727661133 -- emperical power so far: 0.12173913043478261
tensor(3.3469, device='cuda:0')
pval: 0.33400002121925354 -- 116th test, time elapsed 3.3869481086730957 -- emperical power so far: 0.1206896551724138
tensor(6.8750, device='cuda:0')
pval: 0.07700000703334808 -- 117th test, time elapsed 3.4213433265686035 -- emperical power so far: 0.11965811965811966
tensor(0.3314, device='cuda:0')
pval: 0.9490000605583191 -- 118th test, time elapsed 3.416534900665283 -- emperical power so far: 0.11864406779661017
tensor(4.4257, device='cuda:0')
pval: 0.242000013589859 -- 119th test, time elapsed 3.3687520027160645 -- emperical power so far: 0.11764705882352941
tensor(5.4951, device='cuda:0')
pval: 0.1340000033378601 -- 120th test, time elapsed 3.409215211868286 -- emperical power so far: 0.11666666666666667
tensor(1.3028, device='cuda:0')
pval: 0.7360000610351562 -- 121th test, time elapsed 3.426398515701294 -- emperical power so far: 0.11570247933884298
tensor(8.8581, device='cuda:0')
pval: 0.03500000014901161 -- 122th test, time elapsed 3.441136121749878 -- emperical power so far: 0.12295081967213115
tensor(2.6239, device='cuda:0')
pval: 0.4270000159740448 -- 123th test, time elapsed 3.424342393875122 -- emperical power so far: 0.12195121951219512
tensor(6.8138, device='cuda:0')
pval: 0.0820000022649765 -- 124th test, time elapsed 3.413837432861328 -- emperical power so far: 0.12096774193548387
tensor(6.2617, device='cuda:0')
pval: 0.09400000423192978 -- 125th test, time elapsed 3.4366157054901123 -- emperical power so far: 0.12
tensor(1.4316, device='cuda:0')
pval: 0.703000009059906 -- 126th test, time elapsed 3.4701201915740967 -- emperical power so far: 0.11904761904761904
tensor(3.2873, device='cuda:0')
pval: 0.3440000116825104 -- 127th test, time elapsed 3.383063793182373 -- emperical power so far: 0.11811023622047244
tensor(10.4968, device='cuda:0')
pval: 0.018000001087784767 -- 128th test, time elapsed 3.376356840133667 -- emperical power so far: 0.125
tensor(2.9638, device='cuda:0')
pval: 0.39000001549720764 -- 129th test, time elapsed 3.642042636871338 -- emperical power so far: 0.12403100775193798
tensor(1.4673, device='cuda:0')
pval: 0.6940000057220459 -- 130th test, time elapsed 3.4696805477142334 -- emperical power so far: 0.12307692307692308
tensor(2.0924, device='cuda:0')
pval: 0.5640000104904175 -- 131th test, time elapsed 3.4817111492156982 -- emperical power so far: 0.12213740458015267
tensor(5.0479, device='cuda:0')
pval: 0.164000004529953 -- 132th test, time elapsed 3.4149677753448486 -- emperical power so far: 0.12121212121212122
tensor(8.2269, device='cuda:0')
pval: 0.036000002175569534 -- 133th test, time elapsed 3.2702066898345947 -- emperical power so far: 0.12781954887218044
tensor(3.8967, device='cuda:0')
pval: 0.2590000033378601 -- 134th test, time elapsed 3.254166603088379 -- emperical power so far: 0.12686567164179105
tensor(1.1778, device='cuda:0')
pval: 0.7610000371932983 -- 135th test, time elapsed 3.347724199295044 -- emperical power so far: 0.1259259259259259
tensor(9.0540, device='cuda:0')
pval: 0.032999999821186066 -- 136th test, time elapsed 3.4094789028167725 -- emperical power so far: 0.1323529411764706
tensor(17.7749, device='cuda:0')
pval: 0.0020000000949949026 -- 137th test, time elapsed 3.39578914642334 -- emperical power so far: 0.1386861313868613
tensor(1.7411, device='cuda:0')
pval: 0.6330000162124634 -- 138th test, time elapsed 3.251284122467041 -- emperical power so far: 0.13768115942028986
tensor(0.6031, device='cuda:0')
pval: 0.893000066280365 -- 139th test, time elapsed 3.2788777351379395 -- emperical power so far: 0.1366906474820144
tensor(3.8748, device='cuda:0')
pval: 0.23600001633167267 -- 140th test, time elapsed 3.2633938789367676 -- emperical power so far: 0.1357142857142857
tensor(11.4090, device='cuda:0')
pval: 0.012000000104308128 -- 141th test, time elapsed 3.2583866119384766 -- emperical power so far: 0.14184397163120568
tensor(7.8587, device='cuda:0')
pval: 0.04800000041723251 -- 142th test, time elapsed 3.264263868331909 -- emperical power so far: 0.14788732394366197
tensor(2.7077, device='cuda:0')
pval: 0.43700000643730164 -- 143th test, time elapsed 3.41926646232605 -- emperical power so far: 0.14685314685314685
tensor(8.7749, device='cuda:0')
pval: 0.03200000151991844 -- 144th test, time elapsed 3.5009868144989014 -- emperical power so far: 0.1527777777777778
tensor(2.6907, device='cuda:0')
pval: 0.4130000174045563 -- 145th test, time elapsed 3.525646924972534 -- emperical power so far: 0.15172413793103448
tensor(5.8516, device='cuda:0')
pval: 0.12400000542402267 -- 146th test, time elapsed 3.496558666229248 -- emperical power so far: 0.1506849315068493
tensor(0.3555, device='cuda:0')
pval: 0.9470000267028809 -- 147th test, time elapsed 3.409356117248535 -- emperical power so far: 0.14965986394557823
tensor(0.9187, device='cuda:0')
pval: 0.8240000605583191 -- 148th test, time elapsed 3.415006160736084 -- emperical power so far: 0.14864864864864866
tensor(1.2068, device='cuda:0')
pval: 0.7860000133514404 -- 149th test, time elapsed 3.376518964767456 -- emperical power so far: 0.1476510067114094
tensor(0.8944, device='cuda:0')
pval: 0.8270000219345093 -- 150th test, time elapsed 3.3047852516174316 -- emperical power so far: 0.14666666666666667
tensor(2.2900, device='cuda:0')
pval: 0.5360000133514404 -- 151th test, time elapsed 3.3286147117614746 -- emperical power so far: 0.1456953642384106
tensor(2.2245, device='cuda:0')
pval: 0.5270000100135803 -- 152th test, time elapsed 3.308706760406494 -- emperical power so far: 0.14473684210526316
tensor(6.2697, device='cuda:0')
pval: 0.10300000756978989 -- 153th test, time elapsed 3.3280258178710938 -- emperical power so far: 0.1437908496732026
tensor(5.2166, device='cuda:0')
pval: 0.16600000858306885 -- 154th test, time elapsed 3.3171751499176025 -- emperical power so far: 0.14285714285714285
tensor(3.0581, device='cuda:0')
pval: 0.3700000047683716 -- 155th test, time elapsed 3.340416431427002 -- emperical power so far: 0.14193548387096774
tensor(11.4345, device='cuda:0')
pval: 0.00800000037997961 -- 156th test, time elapsed 3.407632350921631 -- emperical power so far: 0.14743589743589744
tensor(10.4816, device='cuda:0')
pval: 0.013000000268220901 -- 157th test, time elapsed 3.502455711364746 -- emperical power so far: 0.15286624203821655
tensor(5.7984, device='cuda:0')
pval: 0.13900001347064972 -- 158th test, time elapsed 3.349445104598999 -- emperical power so far: 0.1518987341772152
tensor(3.3976, device='cuda:0')
pval: 0.32500001788139343 -- 159th test, time elapsed 3.351733922958374 -- emperical power so far: 0.1509433962264151
tensor(0.9925, device='cuda:0')
pval: 0.812000036239624 -- 160th test, time elapsed 3.321233034133911 -- emperical power so far: 0.15
tensor(25.5228, device='cuda:0')
pval: 0.0010000000474974513 -- 161th test, time elapsed 3.3592987060546875 -- emperical power so far: 0.15527950310559005
tensor(2.5351, device='cuda:0')
pval: 0.4820000231266022 -- 162th test, time elapsed 3.3364944458007812 -- emperical power so far: 0.15432098765432098
tensor(11.8094, device='cuda:0')
pval: 0.005000000353902578 -- 163th test, time elapsed 3.332461357116699 -- emperical power so far: 0.15950920245398773
tensor(2.0730, device='cuda:0')
pval: 0.5870000123977661 -- 164th test, time elapsed 3.31095552444458 -- emperical power so far: 0.15853658536585366
tensor(2.7619, device='cuda:0')
pval: 0.4150000214576721 -- 165th test, time elapsed 3.285221576690674 -- emperical power so far: 0.15757575757575756
tensor(4.4122, device='cuda:0')
pval: 0.21000000834465027 -- 166th test, time elapsed 3.310755729675293 -- emperical power so far: 0.1566265060240964
tensor(5.4325, device='cuda:0')
pval: 0.14000000059604645 -- 167th test, time elapsed 3.314771890640259 -- emperical power so far: 0.15568862275449102
tensor(0.3951, device='cuda:0')
pval: 0.9280000329017639 -- 168th test, time elapsed 3.334852695465088 -- emperical power so far: 0.15476190476190477
tensor(10.5797, device='cuda:0')
pval: 0.01600000075995922 -- 169th test, time elapsed 3.3054323196411133 -- emperical power so far: 0.15976331360946747
tensor(2.7458, device='cuda:0')
pval: 0.43700000643730164 -- 170th test, time elapsed 3.3480522632598877 -- emperical power so far: 0.1588235294117647
tensor(18.1136, device='cuda:0')
pval: 0.0020000000949949026 -- 171th test, time elapsed 3.3579745292663574 -- emperical power so far: 0.16374269005847952
tensor(1.4330, device='cuda:0')
pval: 0.6790000200271606 -- 172th test, time elapsed 3.3611233234405518 -- emperical power so far: 0.16279069767441862
tensor(1.8344, device='cuda:0')
pval: 0.5680000185966492 -- 173th test, time elapsed 3.3054280281066895 -- emperical power so far: 0.16184971098265896
tensor(0.8253, device='cuda:0')
pval: 0.8490000367164612 -- 174th test, time elapsed 3.2806267738342285 -- emperical power so far: 0.16091954022988506
tensor(4.8065, device='cuda:0')
pval: 0.1730000078678131 -- 175th test, time elapsed 3.249948501586914 -- emperical power so far: 0.16
tensor(5.6104, device='cuda:0')
pval: 0.11300000548362732 -- 176th test, time elapsed 3.242380380630493 -- emperical power so far: 0.1590909090909091
tensor(1.1381, device='cuda:0')
pval: 0.7790000438690186 -- 177th test, time elapsed 3.2677581310272217 -- emperical power so far: 0.15819209039548024
tensor(3.3632, device='cuda:0')
pval: 0.3500000238418579 -- 178th test, time elapsed 3.2640576362609863 -- emperical power so far: 0.15730337078651685
tensor(5.5470, device='cuda:0')
pval: 0.14000000059604645 -- 179th test, time elapsed 3.2802085876464844 -- emperical power so far: 0.1564245810055866
tensor(4.7715, device='cuda:0')
pval: 0.20100000500679016 -- 180th test, time elapsed 3.2842788696289062 -- emperical power so far: 0.15555555555555556
tensor(8.5231, device='cuda:0')
pval: 0.04000000283122063 -- 181th test, time elapsed 3.258368730545044 -- emperical power so far: 0.16022099447513813
tensor(5.3099, device='cuda:0')
pval: 0.1510000079870224 -- 182th test, time elapsed 3.2213263511657715 -- emperical power so far: 0.15934065934065933
tensor(7.4908, device='cuda:0')
pval: 0.06800000369548798 -- 183th test, time elapsed 3.2250161170959473 -- emperical power so far: 0.15846994535519127
tensor(4.0424, device='cuda:0')
pval: 0.25200000405311584 -- 184th test, time elapsed 3.2412798404693604 -- emperical power so far: 0.15760869565217392
tensor(6.9284, device='cuda:0')
pval: 0.08000000566244125 -- 185th test, time elapsed 3.332504987716675 -- emperical power so far: 0.15675675675675677
tensor(7.6669, device='cuda:0')
pval: 0.05400000140070915 -- 186th test, time elapsed 3.3170182704925537 -- emperical power so far: 0.15591397849462366
tensor(3.2789, device='cuda:0')
pval: 0.36100003123283386 -- 187th test, time elapsed 3.3346967697143555 -- emperical power so far: 0.15508021390374332
tensor(7.5986, device='cuda:0')
pval: 0.06400000303983688 -- 188th test, time elapsed 3.3408703804016113 -- emperical power so far: 0.15425531914893617
tensor(6.4780, device='cuda:0')
pval: 0.09600000083446503 -- 189th test, time elapsed 3.398890972137451 -- emperical power so far: 0.15343915343915343
tensor(11.2204, device='cuda:0')
pval: 0.012000000104308128 -- 190th test, time elapsed 3.351360559463501 -- emperical power so far: 0.15789473684210525
tensor(4.8521, device='cuda:0')
pval: 0.20200000703334808 -- 191th test, time elapsed 3.380171060562134 -- emperical power so far: 0.15706806282722513
tensor(3.2821, device='cuda:0')
pval: 0.33800002932548523 -- 192th test, time elapsed 3.3310227394104004 -- emperical power so far: 0.15625
tensor(8.8610, device='cuda:0')
pval: 0.029000001028180122 -- 193th test, time elapsed 3.3361220359802246 -- emperical power so far: 0.16062176165803108
tensor(1.0339, device='cuda:0')
pval: 0.7900000214576721 -- 194th test, time elapsed 3.351961612701416 -- emperical power so far: 0.15979381443298968
tensor(2.3304, device='cuda:0')
